0 5.3526 23.8976 19.1797
1 4.11779 23.5978 12.2479
2 4.11456 23.3006 6.70211
3 4.11141 23.006 4.24678
4 4.10826 22.7141 4.74834
5 4.10511 22.4249 6.98555
6 4.10196 22.1384 9.5265
7 4.0988 21.8547 11.2838
8 4.09565 21.5738 11.7193
9 4.09249 21.2957 10.8268
10 4.08933 21.0204 9.00635
11 4.08617 20.748 6.88584
12 4.08301 20.4785 5.11675
13 4.07985 20.2119 4.16953
14 4.07669 19.9482 4.18079
15 4.07352 19.6875 4.91687
16 4.07035 19.4298 5.88969
17 4.06719 19.175 6.58624
18 4.06402 18.9232 6.69801
19 4.06084 18.6744 6.22831
20 4.05767 18.4286 5.43262
21 4.0545 18.1858 4.65151
22 4.05132 17.946 4.1448
23 4.04814 17.7092 4.00604
24 4.04496 17.4753 4.17078
25 4.04178 17.2445 4.48335
26 4.0386 17.0167 4.77599
27 4.03542 16.7919 4.92849
28 4.03223 16.5701 4.8959
29 4.02905 16.3512 4.70618
30 4.02586 16.1353 4.43645
31 4.02267 15.9223 4.17886
32 4.01948 15.7123 4.00722
33 4.01629 15.5052 3.95435
34 4.01309 15.301 4.00625
35 4.0099 15.0997 4.114
36 4.0067 14.9012 4.21717
37 4.0035 14.7057 4.26858
38 4.0003 14.5129 4.25012
39 3.9971 14.323 4.17427
40 3.9939 14.1358 4.07331
41 3.99069 13.9515 3.98286
42 3.98749 13.7698 3.92774
43 3.98428 13.5909 3.91513
44 3.98107 13.4147 3.93589
45 3.97786 13.2412 3.97142
46 3.97464 13.0704 4.00217
47 3.97143 12.9021 4.01454
48 3.96821 12.7365 4.00428
49 3.965 12.5734 3.97595
50 3.96178 12.4129 3.93969
51 3.95856 12.255 3.90666
52 3.95534 12.0995 3.88501
53 3.95211 11.9465 3.8776
54 3.94889 11.796 3.88193
55 3.94566 11.6479 3.89194
56 3.94243 11.5021 3.90078
57 3.9392 11.3588 3.90344
58 3.93597 11.2178 3.89812
59 3.93274 11.0791 3.88632
60 3.9295 10.9427 3.87159
61 3.92627 10.8085 3.8579
62 3.92303 10.6766 3.84812
63 3.91979 10.5469 3.84324
64 3.91655 10.4194 3.84238
65 3.9133 10.294 3.84351
66 3.91006 10.1708 3.84436
67 3.90681 10.0496 3.84324
68 3.90356 9.93058 3.83949
69 3.90032 9.81357 3.83351
70 3.89706 9.69857 3.82641
71 3.89381 9.58558 3.81949
72 3.89056 9.47455 3.81376
73 3.8873 9.36547 3.80966
74 3.88404 9.2583 3.807
75 3.88078 9.15303 3.80515
76 3.87752 9.04963 3.80334
77 3.87426 8.94807 3.80093
78 3.871 8.84833 3.79764
79 3.86773 8.75038 3.79355
80 3.86446 8.65419 3.78899
81 3.86119 8.55975 3.7844
82 3.85792 8.46703 3.78016
83 3.85465 8.37601 3.77646
84 3.85137 8.28665 3.77326
85 3.8481 8.19895 3.77038
86 3.84482 8.11286 3.76757
87 3.84154 8.02838 3.76461
88 3.83826 7.94547 3.76136
89 3.83498 7.86412 3.75784
90 3.83169 7.7843 3.75413
91 3.82841 7.70599 3.75037
92 3.82512 7.62916 3.7467
93 3.82183 7.5538 3.74319
94 3.81854 7.47987 3.73986
95 3.81524 7.40737 3.73665
96 3.81195 7.33627 3.7335
97 3.80865 7.26654 3.73031
98 3.80535 7.19818 3.72704
99 3.80205 7.13114 3.72366
100 3.79875 7.06542 3.72021
101 3.79545 7.001 3.71673
102 3.79214 6.93784 3.71325
103 3.78883 6.87594 3.70983
